INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
First National Bank of Wynne,3897,7,226122,3564
Northeast Security Bank,18384,7,98795,3565
"Farmers State Bank,Astoria",1808,7,229744,3566
Better Banks,1808,7,229744,3567
Bank 7,4147,7,442488,3568
Randolph Savings Bank,90270,7,309216,3569
First Community Bank of Central Alabama,57124,7,298377,3570
Peoples Southern Bank,850,7,2814905,3571
First Bank of Alabama,2832,7,310314,3572
Citizens Bank & Trust Company,8738,7,326658,3573
"Peoples Home Holding, Incorporated",5629,7,67132,3574
Carter Federal Credit Union,9164,7,418658,3575
KS StateBank,19899,7,1150607,3576
Commercial Bank of California,57417,7,336419,3577
Pacific Commerce Bank,57065,7,274155,3578
Los Angeles Federal Credit Union,1207,7,0,3579
Open Bank,57944,7,480729,3580
Monterey Credit Union,97071,7,0,3581
"Golden Bank, National Association",26223,7,493135,3582
Sun Community Federal Credit Union,9296,7,19772446,3583
First State Bank of Colorado,12373,7,173817,3584
First National Bank in Trinidad,14584,7,175364,3585
Torrington Savings Bank,16636,7,653907,3586
PAHO/WHO Federal Credit Union,6464,7,210199,3587
Engraving & Printing Federal Credit Union,262,7,116290,3588
Library of Congress Federal Credit Union,266,7,106184,3589
Beach Community Bank,57131,7,489312,3590
Harvesters Federal Credit Union,5727,7,0,3591
Florida State University Credit Union,67874,7,0,3592
First Commerce Credit Union,68301,7,0,3593
Tree Capital Credit Union,67874,7,0,3594
First Green Bank,58874,7,317682,3595
Wauchula State Bank,8021,7,528420,3596
First Florida Integrity Bank,58532,7,918407,3597
Piedmont Bank,58374,7,376213,3598
Kerndt Brothers Savings Bank,8761,7,523124,3599
Shelby County State Bank,1553,7,220836,3600
Green Belt Bank & Trust,26760,7,1215963,3601
Ohnward Bank & Trust,10111,7,180570,3602
Community Bank,14649,7,77115,3603
Peoples Bank,16265,7,374034,3604
Bank of Idaho,26403,7,233475,3605
Advantage Plus Federal Credit Union,8428,7,0,3606
Malheur Federal Credit Union,11579,7,0,3607
HomeBank,14492,7,144910,3608
Bank & Trust Company,1047,7,233973,3609
First National Bank,3840,7,258929,3610
Litchfield Community Savings,28211,7,242684,3611
Harvard State Bank,9079,7,195822,3612
Longview Bank,1786,7,154961,3613
First Bank & Trust,29786,7,349363,3614
Scott State Bank,8491,7,130111,3615
Longview Bank & Trust,16479,7,73020,3616
Oakdale State Bank,11300,7,17419,3617
Villa Grove First,1786,7,154961,3618
HealthCare Associates Credit Union,65421,7,0,3619
FNBC Bank & Trust,11306,7,492237,3620
Abri Credit Union,97086,7,0,3621
SIU Credit Union,60279,7,0,3622
Lake Forest Bank & Trust Company,27589,7,2199896,3623
Highland Park Bank & Trust,27589,7,2199896,3624
Bank of Highwood- Fort Sheridan,27589,7,2199896,3625
McHenry Bank & Trust,34681,7,715776,3626
Algonquin Bank & Trust,34681,7,715776,3627
First Midwest,28211,7,242684,3628
Chapin State Bank,28211,7,242684,3629
Village Bank & Trust,34011,7,964861,3630
Fowler State Bank,1821,7,43892391,3631
Alliance Bank,197,7,246494,3632
Centre Bank,15532,7,59688,3633
Farmers State Bank,14991,7,121919,3634
North Salem State Bank,8063,7,206650,3635
First National Bank,4324,7,239002,3636
Terre Haute Savings Bank,17736,7,254454,3637
First State Bank of Middlebury,8745,7,366290,3638
Via Credit Union,68572,7,0,3639
Heritage Federal Credit Union,16626,7,0,3640
Field & Main Bank,13838,7,313389,3641
Almena State Bank,15426,7,104960,3642
Union State Bank of Everest,18610,7,224221,3643
Bank of McLouth,18610,7,224221,3644
Bank of Oskaloosa,18610,7,224221,3645
Bank of Atchison,18610,7,224221,3646
Envista Credit Union,65282,7,0,3647
State Bank of Spring Hill,8110,7,37462,3648
First Option Bank,4746,7,251998,3649
Legacy Bank,17676,7,243272,3650
CinFed Employees Federal Credit Union,21930,7,0,3651
Farmers Deposit Bank,266,7,106184,3652
Citizens Bank,262,7,116290,3653
Peoples Bank & Trust Company of Hazard,8117,7,253175,3654
Campus Federal Credit Union,79,7,0,3655
Concordia Bank & Trust Company,8527,7,441583,3656
Union Bank,8800,7,191355,3657
Freedom Credit Union,66824,7,0,3658
Greenfield Savings Bank,90206,7,529106,3659
Clinton Savings Bank,90181,7,381165,3660
Newburyport Five Cents Savings Bank,90251,7,478371,3661
Woodsboro Bank,5873,7,201534,3662
Michigan Tech Employees Federal Credit Union,8212,7,1175599,3663
First National Bank of Saint Ignace,5074,7,211815,3664
Alpena-Alcona Area Credit Union,62035,7,0,3665
Huron Community Bank,11810,7,270838,3666
Preferred Credit Union,62340,7,195636554,3667
Hastings City Bank,11407,7,251081,3668
Dort Federal Credit Union,7569,7,0,3669
Arbor Financial Credit Union,61708,7,0,3670
CP Federal Credit Union,8667,7,0,3671
Woodlands National Bank,1417,7,130808,3672
CornerStone State Bank,21525,7,122938,3673
21st Century Bank,9751,7,309554,3674
First State Bank and Trust,10159,7,185139,3675
Adrian State Bank,8822,7,39315,3676
Bank of Gower,18610,7,224221,3677
Bank of Plattsburg,18610,7,224221,3678
Peoples Bank & Trust Company,8903,7,392145,3679
Central Bank of Warrensburg,25268,7,168057,3680
Missouri Credit Union,65656,7,0,3681
First Midwest Bank of Poplar Bluff,19212,7,287376,3682
American Bank of Missouri,15423,7,121621,3683
Alliance Credit Union,63789,7,0,3684
Community Bank of Raymore,22867,7,170689,3685
"OakStar Bank, National Association",58115,7,320033,3686
"Hometown Bank, National Association",34727,7,126532,3687
Bank of Yazoo City,11431,7,208522,3688
Magnolia State Bank,22081,7,275506,3689
Citizens Bank,324,7,341205,3690
Park Side Credit Union,68647,7,0,3691
Independence Bank,20989,7,470459,3692
Bank of Harlem,2224,7,344866,3693
Missoula Federal Credit Union,11300,7,17419,3694
"Bank of Bridger, National Association",2224,7,344866,3695
Bank of Joliet,2224,7,344866,3696
Valley Federal Credit Union of Montana,24214,7,0,3697
Nova Credit Union,63425,7,0,3698
Charlotte Metro Credit Union,24808,7,6952280,3699
North State Bank,35519,7,682433,3700
Town & Country Credit Union,60790,7,57738238,3701
Madison County Bank,31999,7,229195,3702
Frontier Bank,15545,7,283724,3703
Wayne County Bank,31999,7,229195,3704
Homestead Bank,11482,7,207270,3705
Boone County Bank,31999,7,229195,3706
Access Bank,58727,7,208454,3707
West Gate Bank,19850,7,331125,3708
State Bank of Table Rock,9822,7,44154,3709
Triangle Credit Union,68210,7,154481,3710
New Hampshire Federal Credit Union,4746,7,251998,3711
One Credit Union,63923,7,0,3712
Mariners Bank,35479,7,235340,3713
South Jersey Federal Credit Union,3951,7,2048929,3714
Manasquan Bank,30470,7,780139,3715
First National Bank of Elmer,6464,7,210199,3716
FNB New Mexico,19027,7,166237,3717
James Polk Stone Community Bank,2244,7,175709,3718
US Eagle Federal Credit Union,808,7,50701551,3719
Heritage Bank of Nevada,34072,7,498058,3720
Moog Employees Federal Credit Union,15669,7,257065,3721
Empire ONE Federal Credit Union,613,7,0,3722
ServU Federal Credit Union,10933,7,237987918,3723
Cattaraugus County Employees Federal Credit Union,19027,7,166237,3724
Suffolk Federal Credit Union,17914,7,0,3725
Henry County Bank,15384,7,225906,3726
First Federal Savings & Loan Association of Lorain,29838,7,357149,3727
Ohio Catholic Federal Credit Union,9208,7,0,3728
Century Federal Credit Union,5852,7,0,3729
Lakeview Federal Credit Union,14584,7,175364,3730
Peoples Bank Company,13220,7,401482,3731
Minster Bank,763,7,349349,3732
Peoples Bank,389,7,47043,3733
Hocking Valley Bank,18858,7,217516,3734
All America Bank,20093,7,291209,3735
YNB,4235,7,176247,3736
WEOKIE Federal Credit Union,24899,7,0,3737
Community Bank,8975,7,77527,3738
"Vision Bank, National Association",4029,7,482007,3739
"Shamrock Bank, National Association",4236,7,249811,3740
Sooner State Bank,402,7,53972437,3741
First Texoma National Bank,13905,7,138870,3742
Wauna Federal Credit Union,17990,7,0,3743
First Federal Savings & Loan Assoc of McMinnville,29624,7,314742,3744
NW Priority Credit Union,63315,7,0,3745
Woodlands Bank,33136,7,305964,3746
Muncy Bank & Trust Company,10678,7,319639,3747
Dime Bank,9888,7,489745,3748
PennCrest BANK,30119,7,99550,3749
Northumberland National Bank,7666,7,429815,3750
People First Federal Credit Union,6885,7,0,3751
Community State Bank of Orbisonia,16976,7,279509,3752
New Cumberland Federal Credit Union,8110,7,37462,3753
First Bank of Minersville,14863,7,261311,3754
Freedom Credit Union,60275,7,1086292000,3755
Centreville Bank,17764,7,723522,3756
Ocean State Credit Union,66595,7,0,3757
SC Telco Federal Credit Union,361,7,0,3758
First Fidelity Bank,1122,7,325958,3759
First Advantage Bank,30698,7,346266,3760
Legends Bank,34936,7,336208,3761
Macon Bank & Trust Company,6091,7,304951,3762
Southern Bank of Tennessee,34847,7,176146,3763
Alliance Credit Union,97103,7,4845210,3764
Texas Star Bank,5567,7,293712,3765
Mobility Credit Union,68606,7,0,3766
Texas People Federal Credit Union,5337,7,164962,3767
1st Community Federal Credit Union,8715,7,0,3768
First Basin Credit Union,67609,7,0,3769
Mills County State Bank,15669,7,257065,3770
Farmers State Bank,15367,7,120765,3771
Sage Capital Bank,25621,7,301142,3772
Citizens National Bank,3127,7,1389535,3773
R Bank,58935,7,274455,3774
Amplify Credit Union,68681,7,0,3775
Neches Federal Credit Union,7916,7,82272556,3776
Government Employees Federal Credit Union,24465,7,279550033,3777
Energy Capital Credit Union,61936,7,57738238,3778
"Hometown Bank, National Association",19603,7,473418,3779
Amoco Federal Credit Union,2441,7,0,3780
Valley Federal Credit Union,850,7,2814905,3781
Rio Bank,25886,7,231935,3782
Pioneer Bank,6913,7,143198,3783
Henrico Federal Credit Union,18175,7,0,3784
NewRiver Bank,58163,7,377345,3785
Virginia Bank & Trust Company,16414,7,152395,3786
Coulee Dam Federal Credit Union,4686,7,1467377,3787
Kohler Credit Union,66872,7,77449451,3788
Laona State Bank,11601,7,147658,3789
First State Bank,15271,7,215376,3790
Bank of Romney,845,7,199717,3791
"Poca Valley Bank, Inc",11952,7,277383,3792
Pioneer West Virginia Federal Credit Union,3576,7,0,3793
Bank of Greybull,2224,7,344866,3794
Bank of Lovell,2224,7,344866,3795
"Pacific Commerce Bank,National Association",57065,7,274155,3796
Bank of Macon,1635,7,377469,3797
Frontier Bank,14730,6,239238,3798
First State Bank,13622,6,212847,3799
Saint Cletus Credit Union,62642,6,1069425000,3800
First California Bank,22819,6,0,3801
Bank of Commerce,13274,6,134759,3802
"ING Bank, fsb",35489,6,0,3803
"SunBank, National Association",58611,6,0,3804
San Diego Private Bank,58291,6,331905,3805
Edge Federal Credit Union,11457,6,62499504,3806
Guadalupe Credit Union,66149,6,279550033,3807
Atlantic Federal Credit Union,477,6,0,3808
Grinnell State Bank,11347,6,232981,3809
Latvian Heritage Federal Credit Union,15779,6,187093,3810
Iowa State Bank,15808,6,304583,3811
Ranchers Bank,12261,6,0,3812
Prospera Credit Union,66652,6,236309,3813
Centrue Bank,3744,6,702278,3814
"Ameriprise Bank, FSB",58303,6,500,3815
Liverpool Central School Federal Credit Union,11457,6,62499504,3816
First Coast Community Credit Union,68524,6,0,3817
Farmers Savings Bank,18518,6,74699,3818
Buckeye State Credit Union Inc,96672,6,0,3819
Illinois Community Credit Union,61634,6,0,3820
Florida Hospital Credit Union,67349,6,0,3821
Litchfield Bancorp,18209,6,169598,3822
BankTrust,26607,6,0,3823
Cameron State Bank,19541,6,0,3824
First National Bank of Louisiana,4288,6,304047,3825
Members Plus Credit Union,66706,6,0,3826
Pan American Bank,34108,6,275980,3827
Devon Bank,16249,6,221786,3828
First Trust Credit Union,68596,6,0,3829
Community State Bank,14883,6,175430,3830
Centera Bank,16436,6,241928,3831
Citizens Bank,10520,6,103030,3832
"River City Bank, Inc",26703,6,202752,3833
United Bay Community Credit Union,61186,6,0,3834
Kensington Valley Community Credit Union,62642,6,1069425000,3835
Municipal & Health Services Credit Union,62642,6,1069425000,3836
Rainbow Federal Credit Union,11144,6,0,3837
BlueOx Credit Union,62072,6,0,3838
Bank of Weston,1418,6,114911,3839
First National Bank of Elk River,5136,6,215104,3840
Sycamore Bank,11423,6,178573,3841
First National Bank of Clarksdale,19070,6,280760,3842
Champion Credit Union,60721,6,0,3843
"Capital Bank, National Association",35278,6,562477,3844
First State Bank of Claremont,484,6,50499,3845
Community Bank & Trust,35258,6,173018,3846
Citizens Savings Bank & Trust Company,10319,6,92799,3847
First Community Bank,12261,6,0,3848
Michigan Educational Credit Union,60931,6,0,3849
WySouth Federal Credit Union,62642,6,1069425000,3850
Victory State Bank,34565,6,263161,3851
Exchange Bank of Missouri,1616,6,132840,3852
North American Banking Company,34836,6,332815,3853
Missouri Bank,14036,6,163781,3854
Central Sunbelt Federal Credit Union,8905,6,141957594,3855
Bear Paw Credit Union,62658,6,73339236,3856
Helena Community Credit Union,68495,6,0,3857
New Era Bank,14546,6,289206,3858
Postal Federal Community Credit Union,61790,6,0,3859
First State Bank of Purdy,16162,6,172275,3860
Bank of Commerce,9359,6,270500,3861
Commercial Bank,9356,6,108700,3862
Bank of Franklin,10594,6,121762,3863
"Conway Bank, National Association",4649,6,48869,3864
Liberty National Bank,6516,6,227670,3865
Saint Jean Credit Union,67959,6,0,3866
Front Range Bank,34401,6,197373,3867
Jefferson Parish Employees Federal Credit Union,13271,6,0,3868
First Federal Bank,28982,6,0,3869
Ventura County Credit Union,68458,6,0,3870
"CommerceWest Bank, National Association",57176,6,400385,3871
Florida West Coast Credit Union,67337,6,0,3872
Pinellas Federal Credit Union,10880,6,0,3873
Connecticut State Employees Credit Union Inc,65728,6,0,3874
First General Bank,58060,6,583360,3875
Bay-Vanguard Federal Savings Bank,32527,6,143167,3876
Credit Union of Georgia,68571,6,0,3877
Bank of North Georgia,31203,6,0,3878
Laurens State Bank,15320,6,57316,3879
First National Bank of Muscatine,961,6,258743,3880
Gateway State Bank,9293,6,100936,3881
West Community Credit Union,62801,6,0,3882
Fort Bragg Federal Credit Union,13690,6,0,3883
First National Bank of Southern California,25249,6,131726,3884
Riverside Bank,31203,6,0,3885
Southwest Bank,18812,6,1329797,3886
First State Bank,13632,6,185139,3887
Kennebec Savings Bank,17897,6,523490,3888
NorthStar Credit Union,68214,6,2814905,3889
Inner Lakes Federal Credit Union,7717,6,863634,3890
Citizens Bank & Trust,57483,6,307478,3891
Citizens Bank,1164,6,610013,3892
Park Community Federal Credit Union,10197,6,23186,3893
SeaComm Federal Credit Union,15672,6,850638,3894
Adirondack Regional Federal Credit Union,5546,6,44999,3895
School Systems Federal Credit Union,9486,6,105387907,3896
Waypoint Bank,5394,6,209992,3897
Financial Trust Federal Credit Union,6870,6,141957594,3898
CrossFirst Bank,58648,6,1160402,3899
Libertyville Savings Bank,13712,6,258590,3900
Bank Plus,16547,6,97582,3901
Bank of Star City,5634,6,78159,3902
"CommerceWest Bank,National Assoc",57176,6,400385,3903
Premier Community Credit Union,64515,6,194285086,3904
Wright Patman Congressional Federal Credit Union,8797,6,0,3905
Citizens Bank & Trust Company,16780,6,117870,3906
Bank of Dudley,9068,6,174328,3907
First National Bank,954,6,179826,3908
Idaho Independent Bank,33845,6,458538,3909
Allegius Federal Credit Union,17389,6,11153189,3910
Midland Federal Savings & Loan Association,29980,6,108279,3911
Lemont National Bank,3693,6,54497,3912
Hendricks County Bank & Trust Company,13111,6,135675,3913
Nebraska State Bank & Trust Company,8322,6,169718,3914
Winter Hill Federal Savings Bank,28213,6,240871,3915
Farmers Bank,14894,6,100492,3916
North Central Area Credit Union,61953,6,0,3917
Freedom of Maryland Federal Credit Union,8550,6,0,3918
CGR Credit Union,67367,6,972751,3919
Franklin Bank & Trust Company,17937,6,335773,3920
King Southern Bank,18900,6,128989,3921
Consumers Federal Credit Union,16951,6,0,3922
Louviers Federal Credit Union,18765,6,0,3923
Members First Credit Union of Florida,61160,6,0,3924
First City Bank of Florida,16748,6,209810,3925
Third National Bank of Sedalia,4569,6,352082,3926
Crestwood Community Federal Credit Union,62642,6,1069425000,3927
MembersAlliance Credit Union,81402,6,0,3928
Jackson County Bank,15121,6,180475,3929
North Alabama Educators Credit Union,60500,6,0,3930
School Employees of CNY Federal Credit Union,20496,6,0,3931
Central Bank & Trust,529,6,136029,3932
EVB,11584,6,975947,3933
AmeriFirst Bank,2838,6,121059,3934
Savannah Bank,14619,6,125827,3935
Star One Credit Union,68465,6,0,3936
South Division Credit Union,65550,6,2268406,3937
IR Federal Credit Union,150,6,0,3938
First Atlantic Federal Credit Union,82,6,6260044,3939
Security State Bank of Lewiston,10201,6,58175,3940
Delta Valley Credit Union,60463,6,0,3941
YOLO Federal Credit Union,9293,6,100936,3942
Midwest Regional Credit Union,60037,6,0,3943
First Security Bank of Kentucky,19106,6,87403,3944
Bank of Herrin,11310,6,215109,3945
"Kandiyohi Bancshares, Inc",9745,6,117365,3946
Magnolia Federal Credit Union,224,6,0,3947
Duval Federal Credit Union,297,6,90140,3948
First National Bank of Santa Fe,2239,6,1328659,3949
Southern Chautauqua Federal Credit Union,9107,6,6952280,3950
Hudson River Community Credit Union,68342,6,10586959,3951
Oregon Pacific Banking Company,23007,6,162467,3952
BMI Federal Credit Union,1199,6,0,3953
Ohio Valley Community Credit Union,60913,6,0,3954
Aurgroup Financial Credit Union,96761,6,0,3955
"NCB, FSB",32612,6,1628527,3956
"BancCentral, National Association",4033,6,444616,3957
Western Sun Federal Credit Union,4202,6,57109409,3958
Fort Sill Federal Credit Union,10832,6,0,3959
Citizens Bank of Edmond,4084,6,223309,3960
"Northern Star Credit Union, Inc",66956,6,0,3961
